DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
MAJOR CHEST PROCEDURES W CC,VA,531,82111.70622,19186.88136,15092.92844
MAJOR CHEST PROCEDURES W CC,OH,560,86806.96071,19012.73393,15575.625
MAJOR CHEST PROCEDURES W CC,NC,577,74341.42461,19654.026,16121.29809
MAJOR CHEST PROCEDURES W CC,MA,680,66842.60147,23353.66471,20647.13529
MAJOR CHEST PROCEDURES W CC,PA,680,106586.2618,19666.93529,15577.05
MAJOR CHEST PROCEDURES W CC,IL,700,84664.93143,19561.48714,16271.13857
MAJOR CHEST PROCEDURES W CC,TX,833,104902.7587,17856.42257,14787.26771
MAJOR CHEST PROCEDURES W CC,NY,991,92307.14531,24694.06256,21110.6226
MAJOR CHEST PROCEDURES W CC,FL,1052,119239.4838,16760.5865,14256.47719
MAJOR CHEST PROCEDURES W CC,CA,1090,162141.2119,25474.48899,22158.91651
MAJOR CHEST PROCEDURES W/O CC/MCC,HI,16,66664.1875,18010.125,13919.5
MAJOR CHEST PROCEDURES W/O CC/MCC,RI,16,49479.6875,18059,12355.5625
MAJOR CHEST PROCEDURES W/O CC/MCC,ND,24,43305.08333,13473.83333,9354.041667
MAJOR CHEST PROCEDURES W/O CC/MCC,SD,28,49295.78571,12581.53571,9442.035714
MAJOR CHEST PROCEDURES W/O CC/MCC,ID,36,56107.25,11782.19444,10539.19444
MAJOR CHEST PROCEDURES W/O CC/MCC,MT,36,40878.02778,12224.16667,9803.555556
MAJOR CHEST PROCEDURES W/O CC/MCC,NV,38,88170.73684,14554.5,10831.52632
MAJOR CHEST PROCEDURES W/O CC/MCC,DE,42,42263.42857,13931.45238,11053.35714
MAJOR CHEST PROCEDURES W/O CC/MCC,UT,46,54393.69565,14675.30435,11013.28261
MAJOR CHEST PROCEDURES W/O CC/MCC,NH,49,52476.2449,13232.44898,11991.30612
MAJOR CHEST PROCEDURES W/O CC/MCC,IA,52,56699.88462,11948.5,9853.365385
MAJOR CHEST PROCEDURES W/O CC/MCC,ME,54,41635.64815,13658.92593,10582.5
MAJOR CHEST PROCEDURES W/O CC/MCC,NE,56,59431.53571,13079.71429,10220.10714
MAJOR CHEST PROCEDURES W/O CC/MCC,OK,61,74203.7541,12930.91803,10119.54098
MAJOR CHEST PROCEDURES W/O CC/MCC,WV,62,52447.93548,12422.90323,10101.80645
MAJOR CHEST PROCEDURES W/O CC/MCC,DC,65,67301.81539,16472.30769,12444.01539
MAJOR CHEST PROCEDURES W/O CC/MCC,KS,65,66483.56923,11918.87692,9183.923077
MAJOR CHEST PROCEDURES W/O CC/MCC,MS,72,56604.68056,11152.29167,9402.25
MAJOR CHEST PROCEDURES W/O CC/MCC,OR,82,48121.42683,16654.62195,12275.20732
MAJOR CHEST PROCEDURES W/O CC/MCC,AR,88,49985.94318,11642.60227,9275.295455
MAJOR CHEST PROCEDURES W/O CC/MCC,CO,96,79932.03125,13720.75,11228.67708
MAJOR CHEST PROCEDURES W/O CC/MCC,AZ,102,87146.30392,15154.88235,12151.41177
MAJOR CHEST PROCEDURES W/O CC/MCC,LA,106,62810.69811,12557.78302,8796.915094
MAJOR CHEST PROCEDURES W/O CC/MCC,CT,121,59378.44628,17084.01653,12420.80992
MAJOR CHEST PROCEDURES W/O CC/MCC,AL,133,70020.45113,11439.98496,9243.62406
MAJOR CHEST PROCEDURES W/O CC/MCC,SC,135,81001.02963,13698.25185,9915.148148
MAJOR CHEST PROCEDURES W/O CC/MCC,WA,140,70516.41429,16237.45714,11932.12143
MAJOR CHEST PROCEDURES W/O CC/MCC,IN,162,77668.48765,12682.12963,10669.48765
MAJOR CHEST PROCEDURES W/O CC/MCC,WI,163,50755.93252,13936.54601,10612.19632
MAJOR CHEST PROCEDURES W/O CC/MCC,MN,182,42309.25275,15002.82418,12176.7033
MAJOR CHEST PROCEDURES W/O CC/MCC,MO,193,62823.66321,11969.14508,9882.590674
MAJOR CHEST PROCEDURES W/O CC/MCC,KY,197,62646.91371,13062.94416,9723.639594
MAJOR CHEST PROCEDURES W/O CC/MCC,TN,220,59675.15909,11739.29091,8853.422727
MAJOR CHEST PROCEDURES W/O CC/MCC,OH,245,66838.18367,13313.39592,10797.75918
MAJOR CHEST PROCEDURES W/O CC/MCC,MI,252,50066.12698,15039.67857,11250.60714
MAJOR CHEST PROCEDURES W/O CC/MCC,MD,255,22639.63922,20567.24706,18060.71765
MAJOR CHEST PROCEDURES W/O CC/MCC,VA,274,62304.0073,13696.0438,10047.23358
MAJOR CHEST PROCEDURES W/O CC/MCC,GA,291,57939.65979,12198.6701,9643.75945
MAJOR CHEST PROCEDURES W/O CC/MCC,NC,310,56974.66129,13543.8871,10707.26774
MAJOR CHEST PROCEDURES W/O CC/MCC,NJ,325,62749.66154,14475.73231,12306.12923
MAJOR CHEST PROCEDURES W/O CC/MCC,IL,367,61050.79019,15033.55858,12117.6485
MAJOR CHEST PROCEDURES W/O CC/MCC,TX,432,78698.125,12397.62037,9740.319444
MAJOR CHEST PROCEDURES W/O CC/MCC,PA,468,81236.10043,14692.67094,11510.57906
MAJOR CHEST PROCEDURES W/O CC/MCC,MA,488,50775.74795,16838.61271,14284.04098
MAJOR CHEST PROCEDURES W/O CC/MCC,CA,492,115711.9126,17287.80894,14523.41057
MAJOR CHEST PROCEDURES W/O CC/MCC,FL,515,101186.3398,11903.25825,9814.776699
MAJOR CHEST PROCEDURES W/O CC/MCC,NY,624,71667.6234,17986.8766,14783.58013
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,VT,19,73448.05263,36980.1579,31755.94737
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,AK,20,160013.15,41211.25,34235.75
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,WY,26,75371.5,27853.96154,27203.5
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,HI,49,138213.4286,45434.91837,39414.73469
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,RI,52,88813.67308,29592.32692,26190.38462
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,ID,74,86188.89189,26941.77027,23525.83784
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,DC,80,191047.1375,44470.6125,32056.8375
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MT,87,62519.47126,24201.1954,23326.32184
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NM,97,77474.57732,25838.90722,23942.42268
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NH,99,94315.50505,29756.0202,27364.18182
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,UT,111,81843.97297,25971,21847.63063
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,ME,115,73290.48696,27105.15652,24236.93913
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,ND,126,67195.98413,25693.57937,23587.92064
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,SD,132,93038.65152,24669.70455,22447.35606
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,DE,133,74996.67669,29225.93233,25250.33835
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,KS,204,96109.95098,22514.15686,20843.09804
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,OR,209,90975.67943,31936.23445,28329.13397
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NV,214,176271.7477,26332.14953,23240.84112
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NE,221,84338.31222,23573.40724,21787.42534
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,WV,227,77133.2511,24549.3304,20558.87225
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,IA,228,84258.05702,24223.85965,21751.33772
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,CT,276,102709.6486,32568.57609,28532.33696
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,CO,284,135582.0704,27193.99296,23615.85916
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,OK,322,109384.9969,23886.98137,22187.20808
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MS,357,102799.4286,21370.42577,19641.82633
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,AR,363,79014.93388,21184.71074,18650.30028
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,LA,363,102445.5344,23540.60055,20461.34986
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,WA,387,111628.4109,29998.63824,26215.52196
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MN,397,91798.91688,33002.26448,27790.77582
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,WI,401,85528.24938,27801.2793,23407.67581
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MD,444,39391.17117,36430.93694,33898.36261
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,AL,480,112122.2771,22080.59583,19134.10208
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,SC,482,104021.7448,23012.76141,20197.47095
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MA,558,85858.87814,33854.37455,30273.70609
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NJ,676,180986.8624,29948.51479,26956.1287
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,IN,683,89454.82138,23956.62518,21939.61786
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,VA,698,99066.64183,25838.66189,21711.73209
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,KY,700,80856.26857,23612.28714,21063.43857
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,TN,729,94035.18244,22014.12757,19549.77503
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,GA,732,102581.3033,25266.31421,21180.40574
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MO,745,91779.02148,24388.38658,22550.13691
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,AZ,762,112796.21,27543.33465,24399.84908
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NC,766,82891.03786,26643.90862,22731.99086
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,MI,995,74395.72764,26657.46935,23797.29849
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,NY,1007,142200.0189,37051.30487,32583.60576
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,PA,1060,149273.6274,28630.46887,23050.26698
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,IL,1125,105842.7929,27054.48978,23356.84978
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,OH,1198,86746.47079,24943.65943,21009.72454
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,CA,1709,216259.1328,36268.15506,33057.65594
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,TX,1855,132210.6884,24933.16065,21365.87925
OTHER RESP SYSTEM O.R. PROCEDURES W MCC,FL,1986,132337.4824,22878.13998,20506.65106
OTHER RESP SYSTEM O.R. PROCEDURES W CC,WY,12,35481.5,14125.58333,13140.91667
OTHER RESP SYSTEM O.R. PROCEDURES W CC,HI,20,49193.6,22724.1,16483.3
OTHER RESP SYSTEM O.R. PROCEDURES W CC,NM,23,45570.56522,15496.08696,13401.95652
OTHER RESP SYSTEM O.R. PROCEDURES W CC,RI,29,37924.31035,16472.65517,14016.62069
OTHER RESP SYSTEM O.R. PROCEDURES W CC,SD,36,55814,13004.33333,11228.55556
OTHER RESP SYSTEM O.R. PROCEDURES W CC,ID,37,47071.27027,13755.27027,11916.72973
OTHER RESP SYSTEM O.R. PROCEDURES W CC,DE,42,41463.80952,15821.02381,12895.66667
OTHER RESP SYSTEM O.R. PROCEDURES W CC,UT,43,54535.67442,14352,11768.44186
OTHER RESP SYSTEM O.R. PROCEDURES W CC,ND,45,40301.86667,13159,11283.57778
OTHER RESP SYSTEM O.R. PROCEDURES W CC,MT,47,32135.04255,12711.97872,11824.38298
OTHER RESP SYSTEM O.R. PROCEDURES W CC,ME,50,32042.04,12742.92,11610.54
OTHER RESP SYSTEM O.R. PROCEDURES W CC,DC,51,69530.72549,18034.21569,13622.98039
OTHER RESP SYSTEM O.R. PROCEDURES W CC,NV,53,91644.96226,15164.84906,13057.43396
OTHER RESP SYSTEM O.R. PROCEDURES W CC,NH,68,42419.48529,15587.92647,13876.48529
OTHER RESP SYSTEM O.R. PROCEDURES W CC,OR,81,45606.96296,17297.02469,13783.01235
OTHER RESP SYSTEM O.R. PROCEDURES W CC,KS,96,60227.27083,11806.19792,10491.28125
OTHER RESP SYSTEM O.R. PROCEDURES W CC,NE,99,45997.05051,13606.15152,11385.79798
OTHER RESP SYSTEM O.R. PROCEDURES W CC,IA,118,46340.85593,12910.27119,11267.16102
OTHER RESP SYSTEM O.R. PROCEDURES W CC,CO,131,70390.26718,14945.12977,12581.77099
OTHER RESP SYSTEM O.R. PROCEDURES W CC,WV,133,46236.27068,13435.72932,10927.44361
OTHER RESP SYSTEM O.R. PROCEDURES W CC,CT,136,53078.15441,17327.72059,14027.68382
OTHER RESP SYSTEM O.R. PROCEDURES W CC,OK,144,61449.52083,13078.75,10948.06944
OTHER RESP SYSTEM O.R. PROCEDURES W CC,LA,149,59933.83893,13354.38926,10449.09396
OTHER RESP SYSTEM O.R. PROCEDURES W CC,WA,163,60226.06135,16095.80368,13040.98773
OTHER RESP SYSTEM O.R. PROCEDURES W CC,AR,166,45091.03615,11792.41566,10164.21084
OTHER RESP SYSTEM O.R. PROCEDURES W CC,MN,172,42605.22093,16696.30814,13577.93605
OTHER RESP SYSTEM O.R. PROCEDURES W CC,MS,180,61980.13889,12047.83889,10144.07222
OTHER RESP SYSTEM O.R. PROCEDURES W CC,WI,193,49197.75648,16000.58031,11684.17098
OTHER RESP SYSTEM O.R. PROCEDURES W CC,SC,227,63204.93833,13088.2511,10951.20705
OTHER RESP SYSTEM O.R. PROCEDURES W CC,KY,231,52224.72727,13745.51948,11138.50217
OTHER RESP SYSTEM O.R. PROCEDURES W CC,AL,245,56552.47347,12044.52245,9772.085714
OTHER RESP SYSTEM O.R. PROCEDURES W CC,IN,258,62507.76744,13247.59302,11736.81783
OTHER RESP SYSTEM O.R. PROCEDURES W CC,MO,272,49010.11765,12805.06618,11514.87868
OTHER RESP SYSTEM O.R. PROCEDURES W CC,AZ,297,63759.23232,14492.44781,12826.20875
OTHER RESP SYSTEM O.R. PROCEDURES W CC,VA,318,53204.00315,13488.04717,11056.49057
OTHER RESP SYSTEM O.R. PROCEDURES W CC,MD,319,21499.98433,19889.13166,18324.41379
OTHER RESP SYSTEM O.R. PROCEDURES W CC,TN,331,55912.37764,12076.71299,10220.79154
OTHER RESP SYSTEM O.R. PROCEDURES W CC,GA,341,61254.04106,13977.04399,11850.90323
OTHER RESP SYSTEM O.R. PROCEDURES W CC,NJ,356,101370.7303,16400.92135,13569.14326
OTHER RESP SYSTEM O.R. PROCEDURES W CC,NC,370,48389.51351,14380.55135,11599.17297
OTHER RESP SYSTEM O.R. PROCEDURES W CC,MA,382,45484.03665,17381.38744,15275.85864
OTHER RESP SYSTEM O.R. PROCEDURES W CC,MI,389,43511.67609,15175.66324,12224.05141
OTHER RESP SYSTEM O.R. PROCEDURES W CC,OH,469,51222.72281,13538.98721,11019.58849
OTHER RESP SYSTEM O.R. PROCEDURES W CC,IL,479,59266.92067,15119.04593,12308.07724
OTHER RESP SYSTEM O.R. PROCEDURES W CC,PA,611,81495.77578,15426.59575,11953.65303
OTHER RESP SYSTEM O.R. PROCEDURES W CC,NY,627,70642.95534,18533.22169,15920.09888
OTHER RESP SYSTEM O.R. PROCEDURES W CC,CA,743,111709.0337,18542.0996,15600.91656
OTHER RESP SYSTEM O.R. PROCEDURES W CC,TX,903,74924.29347,13616.2381,11171.40864
OTHER RESP SYSTEM O.R. PROCEDURES W CC,FL,1020,81587.14804,13088.58628,10783.83039
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,SD,11,45555.63636,9393.818182,8203.090909
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,RI,12,26695.5,11911.33333,10230.66667
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,UT,14,42172.78571,12905.71429,6640
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,NV,18,83822.16667,10939,8380.111111
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,ME,20,36650.15,21666.25,6405.5
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,NH,21,35835.71429,10770.42857,8589.619048
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,OR,21,29674.38095,11950.42857,7293.380952
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,NE,24,33807.83333,9609.75,7330.291667
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,IA,29,33704.86207,9225.758621,6993.310345
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,DC,30,41919.26667,12468.5,8588.5
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MT,34,24490.67647,8959.029412,7100.882353
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,CT,36,37301.44444,11882.25,9200.333333
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,OK,40,62281.2,10176.75,7532.225
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,KS,41,46906.19512,9063.95122,6395.585366
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,WV,42,35192.78571,8925.904762,7055.428571
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,AR,47,32582.21277,8072.723404,6307.191489
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,CO,48,57494.60417,10406.16667,8503.6875
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MN,51,28756.5098,10552.11765,8891.490196
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,LA,54,44237.33333,9818.111111,6787.777778
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,WI,54,33748.48148,9623.703704,7209.592593
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,AZ,61,53666.37705,10328.52459,8156.901639
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MS,64,40039.8125,8073.40625,6323.234375
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,SC,66,48474.27273,9661.409091,7319.060606
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,WA,69,38261.11594,11903.97101,8445.898551
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MO,72,45559.625,8900.722222,7786.555556
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,AL,74,45211.04054,8813.648649,6537.810811
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,IN,75,47541.41333,9842.36,7497.72
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,KY,77,42621.81818,9465.636364,7384.909091
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MD,82,16024.02439,14864.90244,13276.07317
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,TN,91,46010.73626,8481.296703,6742.769231
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,VA,98,42250.10204,9665.673469,7394.285714
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,NJ,101,60510.57426,11240.11881,9070.920792
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,GA,110,41227.96364,9158.763636,7083.018182
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MA,119,37491.30252,12922.92437,10710.58824
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,MI,123,32839.47968,10307.90244,8635.130081
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,IL,130,42188.26154,11570.10769,7846.807692
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,NC,141,40622.51064,9918.659575,7378.567376
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,OH,143,43140.17483,10092.95105,7681.489511
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,PA,178,57942.21348,10471.15169,7985.679775
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,TX,213,56519.71831,9402.920188,7172.29108
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,CA,222,89164.00451,13013.61712,10650.73423
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,FL,231,70952.85714,9431.142857,7670.350649
OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,NY,244,51685.57377,13424.85656,10977.0041
PULMONARY EMBOLISM W MCC,HI,25,41268.12,20560.04,11543.64
PULMONARY EMBOLISM W MCC,AK,27,82735.44444,15203.77778,14270
PULMONARY EMBOLISM W MCC,VT,50,30511.08,15059.3,11771.56
PULMONARY EMBOLISM W MCC,RI,80,35663.4625,11754.575,10448.475
PULMONARY EMBOLISM W MCC,WY,85,36007.97647,13765.62353,12614.37647
PULMONARY EMBOLISM W MCC,DC,89,58858.53933,16510.98876,10767
PULMONARY EMBOLISM W MCC,ND,107,30021.79439,10081.47664,8677.429907
PULMONARY EMBOLISM W MCC,SD,113,36909.71681,10397.87611,8930.247788
PULMONARY EMBOLISM W MCC,ME,121,26009.7438,10112.95868,8816.760331
PULMONARY EMBOLISM W MCC,NH,135,33462.41482,10539.28889,9214.081482
PULMONARY EMBOLISM W MCC,DE,136,31593.80882,10884.86029,8801.205882
PULMONARY EMBOLISM W MCC,MT,148,26744.81081,9714.736487,8683.405405
PULMONARY EMBOLISM W MCC,ID,155,33470.90323,10136.16774,8741.625807
PULMONARY EMBOLISM W MCC,NM,187,34541.85027,11313.15508,9675.925134
PULMONARY EMBOLISM W MCC,OR,224,34144.58929,11670.03125,9929.013393
PULMONARY EMBOLISM W MCC,WV,232,33307.09052,10415.50862,8302.172414
PULMONARY EMBOLISM W MCC,NV,246,68967.24797,10607.46342,9175.373984
PULMONARY EMBOLISM W MCC,NE,264,35080.68182,9760.844697,8185.367424
PULMONARY EMBOLISM W MCC,UT,278,29518.21583,9927.744604,8082.647482
PULMONARY EMBOLISM W MCC,CT,324,44961.85185,12795.5,10869.60494
PULMONARY EMBOLISM W MCC,KS,340,45443.46471,9681.276471,8161.841177
PULMONARY EMBOLISM W MCC,LA,343,43087.60058,9649.014577,8124.122449
PULMONARY EMBOLISM W MCC,AR,344,34316.2093,8641.194767,7294.444767
PULMONARY EMBOLISM W MCC,OK,355,41754.76901,9564.901409,7894.777465
PULMONARY EMBOLISM W MCC,MS,357,44768.57703,8543.341737,7623.703081
PULMONARY EMBOLISM W MCC,IA,388,31814.13402,9675.966495,8093.121134
PULMONARY EMBOLISM W MCC,WI,429,33992.47552,10426.21911,8502.296037
PULMONARY EMBOLISM W MCC,AL,453,47080.1479,8468.666667,7190.388521
PULMONARY EMBOLISM W MCC,KY,475,43430.94526,9789.814737,8106.562105
PULMONARY EMBOLISM W MCC,SC,478,42047.03766,10206.159,8173.746862
PULMONARY EMBOLISM W MCC,CO,527,53706.42695,10570.40987,8815.760911
PULMONARY EMBOLISM W MCC,MD,546,15694.45971,14524.9359,13344.44506
PULMONARY EMBOLISM W MCC,MN,550,32977.98546,11321.83273,9555.172727
PULMONARY EMBOLISM W MCC,WA,602,45438.5515,11272.57807,9541.322259
PULMONARY EMBOLISM W MCC,AZ,637,57678.32025,11111.68132,9622.274725
PULMONARY EMBOLISM W MCC,NJ,642,88373.45016,12203.54673,10040.88318
PULMONARY EMBOLISM W MCC,MO,680,40862.88824,9254.510294,8091.347059
PULMONARY EMBOLISM W MCC,TN,692,40343.38439,9173.387283,7607.617052
PULMONARY EMBOLISM W MCC,MA,699,29405.93133,12718.66238,11010.6824
PULMONARY EMBOLISM W MCC,IN,703,44119.25747,9988.796586,8340.174964
PULMONARY EMBOLISM W MCC,GA,736,44669.96603,9992.759511,8266.47962
PULMONARY EMBOLISM W MCC,VA,883,38688.88449,10352.13364,7903.190261
PULMONARY EMBOLISM W MCC,NC,1015,33274.20788,10234.59704,8209.341872
PULMONARY EMBOLISM W MCC,MI,1069,33608.26286,10924.15809,9266.067353
PULMONARY EMBOLISM W MCC,NY,1123,55178.18255,14234.21995,11709.80499
PULMONARY EMBOLISM W MCC,PA,1175,54469.21957,11178.20851,8643.485957
PULMONARY EMBOLISM W MCC,OH,1192,42327.97735,10378.12836,8313.891779
PULMONARY EMBOLISM W MCC,IL,1252,49982.38498,11110.18371,8826.091054
PULMONARY EMBOLISM W MCC,FL,1408,63295.15767,9417.849432,8056.605824
PULMONARY EMBOLISM W MCC,CA,1522,89519.90999,14066.04468,12233.43955
PULMONARY EMBOLISM W MCC,TX,1555,59970.88939,10160.20836,8135.037299
PULMONARY EMBOLISM W/O MCC,AK,35,37991.4,12114.17143,8987.142857
PULMONARY EMBOLISM W/O MCC,HI,49,24491.93878,10878.16327,7183.244898
PULMONARY EMBOLISM W/O MCC,VT,63,17427.53968,8143.730159,6701.777778
PULMONARY EMBOLISM W/O MCC,WY,72,19416.80556,8201.25,6945.708333
PULMONARY EMBOLISM W/O MCC,RI,79,20957.75949,7810.670886,5924.987342
PULMONARY EMBOLISM W/O MCC,ND,103,19338.74757,6498.067961,4958.407767
PULMONARY EMBOLISM W/O MCC,SD,109,24628.60551,7028.724771,5182.53211
PULMONARY EMBOLISM W/O MCC,ME,116,18545.63793,7251.568966,5279.525862
PULMONARY EMBOLISM W/O MCC,MT,119,16061.82353,6165.991597,4974.840336
PULMONARY EMBOLISM W/O MCC,DC,124,32993.12903,8859.701613,6207.637097
PULMONARY EMBOLISM W/O MCC,ID,159,21016.84277,6399.295598,5010.27673
PULMONARY EMBOLISM W/O MCC,NM,161,23507.26087,7751.186335,6078.89441
PULMONARY EMBOLISM W/O MCC,NH,178,26167.58989,6790.808989,5399.679775
PULMONARY EMBOLISM W/O MCC,DE,185,21982.37297,7599.043243,5319.772973
PULMONARY EMBOLISM W/O MCC,NV,194,54363.47423,7658.93299,5694.757732
PULMONARY EMBOLISM W/O MCC,NE,199,21764.00503,6318.070352,4724.276382
PULMONARY EMBOLISM W/O MCC,OR,243,21032.7037,7619.390947,6167.55144
PULMONARY EMBOLISM W/O MCC,UT,299,18172.02341,6759.153846,4962.9699
PULMONARY EMBOLISM W/O MCC,WV,307,21251.28013,6479.263844,4658.465798
PULMONARY EMBOLISM W/O MCC,KS,311,29159.43408,6007.70418,4774.723473
PULMONARY EMBOLISM W/O MCC,AR,366,19130.06011,5493.754098,4283.595628
PULMONARY EMBOLISM W/O MCC,OK,389,24963.76864,6289.580977,4692.254499
PULMONARY EMBOLISM W/O MCC,IA,413,20094.06295,6102.598063,4744.322034
PULMONARY EMBOLISM W/O MCC,CT,421,24819.6057,8014.75772,6300.719715
PULMONARY EMBOLISM W/O MCC,CO,461,34213.86334,6756.360087,5207.041215
PULMONARY EMBOLISM W/O MCC,LA,469,26193.08102,6231.426439,4912.317697
PULMONARY EMBOLISM W/O MCC,MS,475,25869.20632,5659.503158,4364.48
PULMONARY EMBOLISM W/O MCC,KY,486,24938.08231,6132.713992,4727.034979
PULMONARY EMBOLISM W/O MCC,WA,529,28864.61626,7332.873346,5545.640832
PULMONARY EMBOLISM W/O MCC,WI,615,23832.32846,6706.647155,5033.614634
PULMONARY EMBOLISM W/O MCC,AL,635,27867.04095,5561.451969,4115.240945
PULMONARY EMBOLISM W/O MCC,MO,662,28329.83686,6143.663142,4830.537764
PULMONARY EMBOLISM W/O MCC,MN,676,18884.18195,7198.403846,5706.235207
PULMONARY EMBOLISM W/O MCC,AZ,682,34284.55719,7092.385631,5614.048387
PULMONARY EMBOLISM W/O MCC,SC,722,30032.15651,6392.81579,4742.430748
PULMONARY EMBOLISM W/O MCC,IN,795,25863.44403,6318.481761,4802
